,erg,nr,ne,npc
chr12:96350452-96351140,0.544627629334849,0.181297709923664,0.775584415584416,0.772522522522523
chr12:96582726-96583065,0.858974358974359,0.675392670157068,0.905882352941176,0.897435897435897
chr12:96604175-96604497,0.834244080145719,0.873469387755102,0.806966618287373,0.909090909090909
chr12:96709741-96710212,0.200809307030855,0.102631578947368,0.130310262529833,0.487437185929648
chr12:97099497-97100256,0.704225352112676,0.339805825242718,0.931972789115646,0.587301587301587
chr12:973334-973528,0.909090909090909,0.950617283950617,0.941935483870968,1
chr12:97442421-97442633,0.589928057553957,0.348837209302326,0.796747967479675,0.596491228070175
chr12:97511962-97512084,1,0.820754716981132,0.913978494623656,0.918367346938776
chr12:97724090-97724514,0.918103448275862,0.882352941176471,0.901709401709402,0.984375
chr12:97734678-97734811,0.670731707317073,0.752475247524752,0.693181818181818,0.904761904761905
chr12:97860487-97861067,0.485714285714286,0.116279069767442,0.714285714285714,0.60377358490566
chr12:98036578-98036920,0.787037037037037,0.383561643835616,0.780141843971631,0.397435897435897
chr12:98037923-98037973,0.749116607773852,0.247787610619469,0.711111111111111,0.236111111111111
chr12:98878811-98879500,0.877118644067797,0.828054298642534,0.884782608695652,0.958333333333333
chr12:98940417-98940632,0.963503649635037,0.725888324873096,0.908333333333333,0.966292134831461
chr12:99001333-99001806,0.8841642228739,0.905109489051095,0.898389095415118,0.987730061349693
chr12:99080908-99081118,0.945945945945946,0.960526315789474,0.941666666666667,0.964285714285714
chr12:99096132-99096343,0.982300884955752,0.940594059405941,0.92436974789916,1
chr12:99096400-99096575,0.936363636363636,0.914634146341463,0.965665236051502,0.959183673469388
chr12:99119243-99119495,0.814977973568282,0.666666666666667,0.781818181818182,0.102040816326531
chr12:99244268-99244491,0.856209150326797,0.893939393939394,0.870445344129555,0.964285714285714
chr12:99264415-99264640,0.4375,0.377049180327869,0.234200743494424,0.0540540540540541
chr13:100121251-100121719,0.863333333333333,0.856,0.854014598540146,0.319148936170213
chr13:100255104-100255195,0.927672955974843,0.863636363636364,0.932539682539683,0.973684210526316
chr13:100255276-100255404,0.875,0.962264150943396,0.945205479452055,0.936708860759494
chr13:100267627-100267796,0.878787878787879,0.834319526627219,0.823529411764706,0.955555555555556
chr13:100361638-100361689,0.820143884892086,0.75,0.835766423357664,0.304347826086957
chr13:100376774-100377936,0.810262529832936,0.380333951762523,0.879385964912281,0.818713450292398
chr13:100514681-100514962,0.35546875,0.169398907103825,0.601626016260163,0.465116279069767
chr13:100545013-100545177,0.324626865671642,0.298245614035088,0.536290322580645,0.495652173913044
chr13:100546946-100548936,0.276993476779281,0.909950657894737,0.325363168817107,0.350321888412017
chr13:100565945-100566301,0.852307692307692,0.805555555555556,0.828660436137072,0.897637795275591
chr13:100613979-100614229,0.645021645021645,0.223684210526316,0.68609865470852,0.754385964912281
chr13:100630061-100630339,0.191247974068071,0.513586956521739,0.169390787518574,0.175
chr13:100638572-100638773,0.163265306122449,0.197044334975369,0.307692307692308,0.365079365079365
chr13:100664154-100664412,0.865435356200528,0.865853658536585,0.859116022099447,0.964912280701754
chr13:100731250-100732416,0.66144668158091,0.448598130841121,0.736212624584718,0.916883116883117
chr13:100831509-100831759,0.803370786516854,0.270440251572327,0.925531914893617,0.886792452830189
chr13:100936122-100936251,0.727941176470588,0.804878048780488,0.755681818181818,0.55
chr13:101038650-101038968,0.896551724137931,0.867256637168142,0.875698324022346,0.928571428571429
chr13:101163103-101163163,0.597701149425287,0.544303797468354,0.764505119453925,0.73972602739726
chr13:101173554-101173812,0.557809330628803,0.175879396984925,0.467309753483387,0.303030303030303
chr13:101202537-101203010,0.807407407407407,0.394736842105263,0.784615384615385,0.740458015267176
chr13:101275063-101275186,0.574468085106383,0.752212389380531,0.670886075949367,0.772727272727273
chr13:101425472-101425730,0.883673469387755,0.868,0.891588785046729,0.927927927927928
chr13:101463750-101464160,0.789017341040462,0.182767624020888,0.77979274611399,0.52972972972973
chr13:101710263-101710453,0.770325203252033,0.359477124183007,0.829501915708812,0.845528455284553
chr13:101801460-101801630,0.891050583657588,0.929577464788732,0.889937106918239,1
chr13:101966405-101966568,0.877777777777778,0.936507936507937,0.956521739130435,0.75
chr13:102764508-102764660,0.93984962406015,0.927083333333333,0.929032258064516,0.767123287671233
chr13:102821467-102821638,0.903954802259887,0.885057471264368,0.913636363636364,0.929824561403509
chr13:102823428-102823541,0.933333333333333,0.651960784313726,0.976190476190476,0.947368421052632
chr13:103224038-103224172,0.843478260869565,0.835294117647059,0.935714285714286,0.966666666666667
chr13:103346667-103347028,0.859375,0.853846153846154,0.785992217898833,0.788888888888889
chr13:103483142-103483307,0.48,0.507246376811594,0.584415584415584,0.884615384615385
chr13:104091325-104091515,0.911290322580645,0.980392156862745,0.953488372093023,0.903846153846154
chr13:104131651-104132030,0.814516129032258,0.824626865671642,0.851612903225806,0.932432432432432
chr13:104176406-104176594,0.544910179640719,0.231788079470199,0.605263157894737,0.295454545454545
chr13:104253759-104253847,0.927835051546392,0.927152317880795,0.973214285714286,0.939393939393939
chr13:104267987-104268234,0.936440677966102,0.398104265402844,0.889285714285714,0.923076923076923
chr13:104372240-104372399,0.988636363636364,0.952380952380952,0.946428571428571,0.896551724137931
chr13:104598695-104598786,0.962264150943396,0.672,0.8625,0.930232558139535
chr13:104659011-104659891,0.845986984815618,0.500904159132007,0.878504672897196,0.849264705882353
chr13:104998431-104998658,0.913173652694611,0.931034482758621,0.928977272727273,0.948051948051948
chr13:105050382-105050494,0.896551724137931,0.894230769230769,0.888888888888889,0.943661971830986
chr13:105303476-105303832,0.857142857142857,0.452380952380952,0.780952380952381,0.91044776119403
chr13:105326483-105326640,0.964788732394366,0.917525773195876,0.953703703703704,0.896551724137931
chr13:105398651-105398834,0.954545454545455,0.926380368098159,0.945454545454545,0.951456310679612
chr13:105685616-105685670,0.683453237410072,0.620689655172414,0.672131147540984,0.66
chr13:105727522-105727752,0.816216216216216,0.741935483870968,0.768339768339768,0.75
chr13:105732846-105733064,0.91025641025641,0.910714285714286,0.911111111111111,0.895833333333333
chr13:105742190-105742521,0.894230769230769,0.748201438848921,0.864406779661017,0.788461538461538
chr13:105912664-105912908,0.847457627118644,0.820224719101124,0.932432432432432,0.65
chr13:105934544-105935284,0.57981220657277,0.219444444444444,0.672413793103448,0.681318681318681
chr13:105986523-105986853,0.85981308411215,0.280898876404494,0.7890625,0.950819672131147
chr13:106108883-106109097,0.947712418300654,0.93491124260355,0.954081632653061,0.936507936507937
chr13:106312846-106313108,0.861842105263158,0.308823529411765,0.780141843971631,0.824561403508772
chr13:106369402-106369676,0.595238095238095,0.5,0.603448275862069,1
chr13:106380961-106381095,0.545454545454545,0.467213114754098,0.580645161290323,0.666666666666667
chr13:106445938-106446308,0.896039603960396,0.850340136054422,0.874157303370787,0.989583333333333
chr13:106607650-106607799,0.81447963800905,0.787610619469027,0.83739837398374,0.911111111111111
chr13:106648178-106648516,0.911764705882353,0.841584158415842,0.88695652173913,0.9375
chr13:106724039-106724179,0.953333333333333,0.94488188976378,0.939890710382514,0.977272727272727
chr13:106747299-106747528,0.937293729372937,0.959183673469388,0.935064935064935,0.951612903225806
chr13:106752305-106752568,0.8,0.255102040816327,0.702647657841141,0.645161290322581
chr13:106850458-106850702,0.904109589041096,0.778481012658228,0.956521739130435,0.805555555555556
chr13:106887181-106887323,0.889204545454545,0.395833333333333,0.817567567567568,0.864864864864865
chr13:106930115-106930361,0.327659574468085,0.101910828025478,0.529411764705882,0.438202247191011
chr13:107059759-107059933,0.94949494949495,0.928104575163399,0.955696202531646,0.947368421052632
chr13:107120077-107120288,0.792387543252595,0.291338582677165,0.828178694158076,0.307692307692308
chr13:107182373-107182539,0.148936170212766,0.103896103896104,0.446927374301676,0.262295081967213
chr13:107183030-107183126,0.301939058171745,0.29585798816568,0.473354231974922,0.601226993865031
chr13:107223091-107223331,0.177142857142857,0.552795031055901,0.113744075829384,0.435483870967742
chr13:107294621-107294828,1,0.95,0.923076923076923,0.973684210526316
chr13:107405702-107405784,0.654320987654321,0.198347107438017,0.702702702702703,0.537313432835821
chr13:107500896-107501083,0.794871794871795,0.83695652173913,0.63265306122449,0.823529411764706
chr13:107569241-107569807,0.481878088962109,0.626198083067093,0.306451612903226,0.394594594594595
chr13:107615478-107615702,0.823529411764706,0.41025641025641,0.929824561403509,0.843137254901961
chr13:107677858-107678216,1,0.452513966480447,0.764705882352941,0.921052631578947
chr13:107721249-107721547,0.878306878306878,0.642857142857143,0.870813397129187,0.462686567164179
chr13:107783578-107783942,0.8125,0.700729927007299,0.893203883495146,0.911111111111111
chr13:107828772-107828946,0.90625,0.99438202247191,0.912891986062718,1
chr13:107886765-107886949,0.689119170984456,0.333333333333333,0.757894736842105,0.650793650793651
chr13:107982099-107982481,0.580357142857143,0.592307692307692,0.78030303030303,0.705882352941177
chr13:108089358-108089678,0.853658536585366,0.641732283464567,0.742574257425743,0.793650793650794
chr13:108315740-108315911,0.910112359550562,0.531428571428571,0.919191919191919,0.911111111111111
chr13:108381885-108382194,0.787564766839378,0.866666666666667,0.799043062200957,0.888888888888889
chr13:108548738-108548977,0.765384615384615,0.748344370860927,0.751396648044693,0.690909090909091
chr13:108549055-108549193,0.932835820895522,0.939024390243902,0.930555555555556,0.927374301675978
chr13:108555144-108555550,0.762557077625571,0.789915966386555,0.769230769230769,0.802816901408451
chr13:108565842-108566232,0.919444444444444,0.943089430894309,0.928888888888889,0.967567567567568
chr13:108578608-108579033,0.761083743842365,0.745704467353952,0.747354497354497,0.926315789473684
chr13:109103413-109103721,0.850340136054422,0.45,0.744047619047619,0.302325581395349
chr13:109247847-109248062,0.693548387096774,0.240740740740741,0.565573770491803,0.418918918918919
chr13:109352750-109352872,0.703703703703704,0.66,0.766666666666667,0.807692307692308
chr13:109451028-109451355,0.84,0.864864864864865,0.853181076672104,0.945945945945946
chr13:109469967-109470103,0.944444444444444,0.957746478873239,0.945205479452055,0.919354838709677
chr13:109482851-109483031,0.666666666666667,0.795918367346939,0.75,1
chr13:109568238-109568302,0.870967741935484,0.495327102803738,0.753012048192771,0.904761904761905
chr13:109569415-109569610,0.806763285024155,0.88,0.767857142857143,0.857142857142857
chr13:109779407-109779633,0.686363636363636,0.28125,0.717770034843206,0.63448275862069
chr13:109917861-109918022,0.966244725738397,0.934306569343066,0.926470588235294,0.983333333333333
chr13:109927923-109928093,0.718905472636816,0.329341317365269,0.768018018018018,0.604477611940298
chr13:109985514-109985699,0.970212765957447,0.953488372093023,0.935606060606061,0.929577464788732
chr13:110135164-110135286,0.676470588235294,0.704918032786885,0.677966101694915,0.62
chr13:110135411-110135618,0.904891304347826,0.9375,0.931182795698925,0.944444444444444
chr13:110333959-110334057,0.887218045112782,0.935185185185185,0.883870967741936,0.963636363636364
chr13:110364280-110364688,0.826923076923077,0.804232804232804,0.84375,0.915384615384615
chr13:110385986-110386462,0.911829134720701,0.927083333333333,0.92263759086189,0.973880597014925
chr13:110399416-110399792,0.943396226415094,0.791139240506329,0.927272727272727,0.933333333333333
chr13:110454543-110454645,0.909090909090909,0.95,0.903930131004367,1
chr13:110552780-110553113,0.262931034482759,0.3984375,0.172794117647059,0.6375
chr13:110699949-110700152,0.811320754716981,0.209677419354839,0.832684824902724,0.933333333333333
chr13:110712525-110712745,0.932885906040268,0.928870292887029,0.917562724014337,1
chr13:110761878-110761991,0.603053435114504,0.391304347826087,0.678200692041522,0.683544303797468
chr13:110762353-110762423,0.318407960199005,0.127272727272727,0.381703470031546,0.471698113207547
chr13:110776907-110777307,0.853092783505155,0.395348837209302,0.88056206088993,0.909604519774011
chr13:110855428-110855514,0.700636942675159,0.641791044776119,0.712041884816754,0.711111111111111
chr13:110963266-110963358,0.991304347826087,0.906666666666667,0.964705882352941,0.9375
chr13:111012914-111013270,0.856957087126138,0.458498023715415,0.823863636363636,0.714285714285714
chr13:111039762-111040357,0.784326858673811,0.608142493638677,0.6,0.926421404682274
chr13:111106900-111106977,0.82903981264637,0.567567567567568,0.883656509695291,0.566666666666667
chr13:111233946-111234248,0.884816753926702,0.81203007518797,0.91866028708134,0.909090909090909
chr13:111277571-111278058,0.938809723386421,0.881401617250674,0.913489736070381,0.9375
chr13:111361225-111361385,0.945945945945946,0.978494623655914,0.816091954022989,1
chr13:111464775-111465143,0.383384932920537,0.780626780626781,0.622186495176849,0.475138121546961
chr13:111486882-111487094,0.953307392996109,0.900990099009901,0.913194444444444,0.893333333333333
chr13:111530173-111530372,0.676470588235294,0.626262626262626,0.576923076923077,0.96078431372549
chr13:111543042-111543276,0.717391304347826,0.160714285714286,0.580246913580247,0.602941176470588
chr13:111844828-111845299,0.873817034700315,0.899122807017544,0.892201834862385,0.960629921259842
chr13:111893480-111893610,0.414715719063545,0.216666666666667,0.680124223602484,0.411764705882353
chr13:111894321-111894477,0.876132930513595,0.508928571428571,0.893939393939394,0.899159663865546
chr13:112037385-112037552,0.86687306501548,0.525641025641026,0.92255125284738,0.918181818181818
chr13:112076845-112077525,0.895582329317269,0.853658536585366,0.893241167434716,0.949820788530466
chr13:112127315-112127767,0.915831663326653,0.895027624309392,0.907542579075426,0.969924812030075
chr13:112176671-112176832,0.736842105263158,0.576923076923077,0.73121387283237,0.703703703703704
chr13:112184444-112184774,0.651376146788991,0.171875,0.697986577181208,0.618421052631579
chr13:112212119-112212213,0.885098743267504,0.571428571428571,0.837573385518591,0.888888888888889
chr13:112242678-112242787,0.886792452830189,0.926605504587156,0.905982905982906,0.932203389830508
chr13:112242879-112242976,0.864253393665158,0.927536231884058,0.863861386138614,0.9375
chr13:112257541-112257653,0.9,0.939393939393939,0.968421052631579,0.736842105263158
chr13:112276402-112276897,0.937716262975779,0.931880108991826,0.955719557195572,0.972049689440994
chr13:112282380-112282523,0.891348088531187,0.482954545454545,0.872222222222222,0.805369127516778
chr13:112282630-112282703,0.913461538461538,0.735537190082645,0.936758893280632,0.894736842105263
chr13:112286960-112287114,0.608695652173913,0.297169811320755,0.723502304147465,0.649484536082474
chr13:112329953-112330367,0.584388185654008,0.201030927835052,0.752623688155922,0.588652482269504
chr13:112331976-112332264,0.485925925925926,0.0988372093023256,0.53416149068323,0.0454545454545455
chr13:112553466-112553648,0.971066907775769,0.953488372093023,0.95397489539749,0.968085106382979
chr13:112554869-112555380,0.848159509202454,0.495201535508637,0.81739879414298,0.816053511705686
chr13:112626684-112627028,0.757261410788382,0.444954128440367,0.785714285714286,0.812206572769953
chr13:112627203-112628261,0.675696594427245,0.288524590163934,0.740076824583867,0.716666666666667
chr13:112631260-112631727,0.923970432946146,0.479224376731302,0.901378579003181,0.91254752851711
chr13:112718620-112718971,0.365303244005642,0.181159420289855,0.564469914040115,0.236453201970443
chr13:112725006-112725294,0.306930693069307,0.108870967741935,0.455621301775148,0.42156862745098
chr13:112799558-112800129,0.845442536327609,0.341836734693878,0.803234501347709,0.826254826254826
chr13:112857070-112857538,0.860585197934596,0.472727272727273,0.882160392798691,0.813333333333333
chr13:112860392-112860647,0.627350427350427,0.281345565749235,0.661971830985915,0.593333333333333
chr13:112860764-112860886,0.857142857142857,0.497716894977169,0.84375,0.887323943661972
chr13:112861460-112861600,0.14453125,0.0470588235294118,0.129230769230769,0.163461538461538
chr13:112985075-112985586,0.624963375329622,0.923351158645276,0.756889763779528,0.58587786259542
chr13:112985935-112986363,0.620123203285421,0.47907949790795,0.794902912621359,0.341333333333333
chr13:113097837-113098099,0.515260323159785,0.131578947368421,0.506216696269982,0.303571428571429
chr13:113105341-113105422,0.956204379562044,0.519685039370079,0.943708609271523,0.95
chr13:113108731-113108965,0.95391061452514,0.897142857142857,0.921188630490956,0.933333333333333
chr13:113109110-113109184,0.929328621908127,0.92948717948718,0.926509186351706,0.826666666666667
chr13:113132018-113132165,0.837662337662338,0.825242718446602,0.838150289017341,1
chr13:113336295-113336567,0.869782971619366,0.865546218487395,0.87779433681073,0.898550724637681
chr13:113545346-113545892,0.46119307248236,0.259818731117825,0.60480093676815,0.54957507082153
chr13:113546336-113546908,0.50744248985115,0.118012422360248,0.626237623762376,0.412541254125413
chr13:113549382-113549895,0.415826221877424,0.229074889867841,0.373097991479002,0.733576642335766
chr13:113555522-113555994,0.758741258741259,0.342657342657343,0.834770114942529,0.833333333333333
chr13:113636396-113636880,0.895292207792208,0.883928571428571,0.918119787717968,0.926701570680628
chr13:113638969-113639139,0.917933130699088,0.827586206896552,0.908136482939633,0.915966386554622
chr13:113639226-113639382,0.90752688172043,0.838383838383838,0.90989010989011,0.942528735632184
chr13:113641370-113641860,0.892661555312158,0.848314606741573,0.889150943396226,0.951086956521739
chr13:113655370-113655819,0.581640942323314,0.132575757575758,0.528846153846154,0.6
chr13:113656010-113656063,0.155882352941176,0.0517241379310345,0.0292553191489362,0.0821917808219178
chr13:113656694-113656789,0.62929061784897,0.172839506172839,0.470588235294118,0.506329113924051
chr13:113676896-113676952,0.769539078156313,0.469387755102041,0.605855855855856,0.519480519480519
chr13:113705095-113705169,0.626168224299065,0.173913043478261,0.785714285714286,0.583333333333333
chr13:113705238-113705362,0.62273276904474,0.435643564356436,0.766850828729282,0.625
chr13:113705509-113705633,0.698564593301435,0.342105263157895,0.770961145194274,0.742268041237113
chr13:113709820-113709986,0.66023166023166,0.309278350515464,0.524850894632207,0.6875
chr13:113754973-113755437,0.906273062730627,0.906764168190128,0.906858594411516,0.940217391304348
chr13:113764089-113764210,0.316812439261419,0.0625,0.386776859504132,0.340579710144928
chr13:113764331-113765342,0.109244644870349,0.047040971168437,0.118816878659398,0.399164054336468
chr13:113777160-113777294,0.738131699846861,0.417910447761194,0.84053651266766,0.663366336633663
chr13:113989598-113989882,0.715254237288136,0.725663716814159,0.719879518072289,0.69811320754717
chr13:114054237-114054386,0.95049504950495,0.936893203883495,0.937037037037037,0.968253968253968
chr13:114054491-114054710,0.951219512195122,0.896103896103896,0.9296875,0.98
chr13:114071708-114071758,0.86280487804878,0.8125,0.843949044585987,0.625
chr13:114122728-114123350,0.635691657866948,0.249230769230769,0.488697524219591,0.534412955465587
chr13:114149861-114150223,0.217206132879046,0.116923076923077,0.423259493670886,0.538461538461538
chr13:114158774-114158900,0.792207792207792,0.780141843971631,0.8,1
chr13:114160414-114160470,0.888888888888889,0,0.833333333333333,1
chr13:114160527-114160730,0.897959183673469,0.625,0.962962962962963,0.888888888888889
chr13:114169934-114170200,0.882183908045977,0.894736842105263,0.878718535469107,0.97979797979798
chr13:114202160-114202936,0.870967741935484,0.387715930902111,0.897845171588188,0.794117647058823
chr13:114257674-114257914,0.928888888888889,0.796296296296296,0.922465208747515,0.928571428571429
chr13:114309802-114310118,0.896825396825397,0.448430493273543,0.901811248808389,0.813765182186235
chr13:114428328-114428503,0,0,0,0.428571428571429
chr13:114428580-114429702,0.199391171993912,0.203271028037383,0.16120644825793,0.581521739130435
chr13:114431151-114431351,0.931428571428571,0.854166666666667,0.923423423423423,0.95
chr13:114431405-114431590,0.930957683741648,0.914285714285714,0.956603773584906,0.939024390243902
chr13:114533594-114533669,0.902439024390244,1,0.848684210526316,1
chr13:114538708-114539165,0.90809968847352,0.555555555555556,0.88031914893617,0.689024390243902
chr13:114570033-114570267,0.894484412470024,0.676923076923077,0.932773109243697,0.892307692307692
chr13:114601627-114601877,0.900783289817232,0.91304347826087,0.933168316831683,0.9
chr13:114791261-114791683,0.757599376461419,0.380392156862745,0.768149882903981,0.542016806722689
chr13:114801066-114801768,0.73815941470928,0.29045643153527,0.790495049504951,0.695481335952849
chr13:114834450-114834839,0.849673202614379,0.50561797752809,0.82017982017982,0.842857142857143
chr13:114848716-114853478,0.147690553126782,0.536167039522744,0.199288762446657,0.888888888888889
chr13:114854718-114855146,0.512635379061372,0.575892857142857,0.644003777148253,0.890909090909091
chr13:114877976-114878078,0.271629778672032,0.106060606060606,0.293706293706294,0.336363636363636
chr13:114878184-114878345,0.333333333333333,0.0681818181818182,0.317460317460317,0.511278195488722
chr13:114894381-114894634,0.84203821656051,0.555555555555556,0.783720930232558,0.878453038674033
chr13:114898749-114899026,0.723404255319149,1,0.685185185185185,0.857142857142857
chr13:114904355-114904574,0.814285714285714,0.875,0.827586206896552,1
chr13:114932965-114933157,0.897887323943662,0.408284023668639,0.906432748538012,0.964601769911504
chr13:114965076-114965349,0.910194174757282,0.915384615384615,0.91149521032903,0.922448979591837
chr13:19028373-19028506,0.642857142857143,0.758064516129032,0.677777777777778,0.736842105263158
chr13:19049570-19049774,0.727272727272727,0.608187134502924,0.65625,0.846153846153846
chr13:19142001-19142267,0.882178217821782,0.905027932960894,0.821871476888388,0.972972972972973
chr13:19142318-19142551,0.655052264808362,0.677966101694915,0.652830188679245,0.764705882352941
chr13:19183064-19183814,0.902841108383023,0.882096069868996,0.8875,0.922413793103448
chr13:19196890-19197000,0.566666666666667,0.466666666666667,0.552941176470588,0.647058823529412
chr13:19200652-19200819,0.606060606060606,0.682926829268293,0.636871508379888,0.827586206896552
chr13:19203399-19203495,0.892744479495268,0.883333333333333,0.818840579710145,0.875
chr13:19210213-19210415,0.55,0.4375,0.529411764705882,0.583333333333333
chr13:19254633-19255025,0.781015037593985,0.639097744360902,0.774315391879131,0.757352941176471
chr13:19405296-19405531,0.506493506493506,0.484126984126984,0.391304347826087,0.725
chr13:19479370-19479863,0.848580441640379,0.746031746031746,0.783475783475784,0.848484848484849
chr13:19480667-19480878,0.474074074074074,0.428571428571429,0.461139896373057,0.604166666666667
chr13:19480933-19481161,0.757575757575758,0.560975609756098,0.675392670157068,0.96
chr13:19622651-19622874,0.806070826306914,0.838709677419355,0.775836972343523,0.907407407407407
chr13:19622928-19623148,0.742424242424242,0.590909090909091,0.856031128404669,0.888888888888889
chr13:19702300-19702487,0.741379310344828,0.604938271604938,0.804597701149425,0.854166666666667
chr13:19751301-19751510,0.824669603524229,0.829787234042553,0.802039082412914,0.836363636363636
chr13:19751582-19751780,0.665697674418605,0.518518518518518,0.623626373626374,0.716216216216216
chr13:19761603-19762088,0.74502712477396,0.767543859649123,0.74430823117338,0.925373134328358
chr13:19778645-19778848,0.75,0.619565217391304,0.67741935483871,0.821428571428571
chr13:19847014-19847455,0.682692307692308,0.660606060606061,0.674311926605505,0.728571428571429
chr13:19981686-19981766,0.607476635514019,0.62962962962963,0.549180327868853,0.923076923076923
chr13:20008359-20008846,0.408163265306122,0.535087719298246,0.46031746031746,0.730769230769231
chr13:20079980-20080602,0.742372881355932,0.643564356435644,0.720720720720721,0.833333333333333
chr13:20175895-20176881,0.437307380373074,0.0396341463414634,0.443390357698289,0.0238970588235294
chr13:20207271-20207469,0.026615969581749,0.0967741935483871,0.031390134529148,0.137254901960784
chr13:20213536-20213611,0.958115183246073,0.921052631578947,0.971291866028708,0.875
chr13:20320967-20321047,0.959349593495935,0.9,0.894736842105263,1
chr13:20321116-20321353,0.983516483516483,0.931034482758621,0.946078431372549,0.974358974358974
chr13:20323414-20323615,0.953781512605042,0.94488188976378,0.936170212765957,0.934210526315789
chr13:20323805-20323855,0.962406015037594,1,0.954022988505747,1
chr13:20438369-20439296,0.116959064327485,0.526995305164319,0.0826039387308534,0.176803394625177
chr13:20458772-20458914,0.949004975124378,0.964516129032258,0.956167176350663,0.964912280701754
chr13:20459007-20459248,0.913533834586466,0.901734104046243,0.938775510204082,0.941860465116279
chr13:20550156-20550287,0.956043956043956,0.966887417218543,0.975155279503106,0.942857142857143
chr13:20583639-20583943,0.85,0.703947368421053,0.888888888888889,0.866666666666667
chr13:20585607-20585822,0.974576271186441,0.712962962962963,0.923728813559322,0.883720930232558
chr13:20588125-20588507,0.845569620253165,0.834437086092715,0.835858585858586,0.961038961038961
chr13:20625876-20626113,0.1875,0.478494623655914,0.06,0.466666666666667
chr13:20637491-20637849,0.9375,0.909090909090909,0.92156862745098,0.973684210526316
chr13:20694459-20695521,0.598526703499079,0.759259259259259,0.471341124095715,0.89041095890411
chr13:20703360-20703452,0.705627705627706,0.459915611814346,0.651399491094148,0.753246753246753
chr13:20710698-20711387,0.205563093622795,0.256120527306968,0.213405470393748,0.575153374233129
chr13:20802678-20802918,0.847769028871391,0.844594594594595,0.791666666666667,0.9
chr13:20849239-20849696,0.915951972555746,0.917933130699088,0.899497487437186,0.944444444444444
chr13:20856548-20856682,0.924581005586592,0.925,0.916943521594684,0.91304347826087
chr13:20866613-20866844,0.920889987639061,0.940740740740741,0.96130592503023,0.947368421052632
chr13:20875399-20876213,0.382920941460471,0.827181208053691,0.428778228141285,0.295345104333868
chr13:20988858-20989262,0.556438127090301,0.570833333333333,0.835565819861432,0.456284153005464
chr13:21096485-21096707,0.844827586206897,0.766666666666667,0.9,0.774193548387097
chr13:21247759-21248246,0.931297709923664,0.827956989247312,0.915178571428571,0.943548387096774
chr13:21295612-21296509,0.208490890340323,0.601081081081081,0.151540663411349,0.331775700934579
chr13:21395791-21395956,0.935483870967742,0.46031746031746,0.948051948051948,1
chr13:21507609-21508007,0.911708253358925,0.805243445692884,0.885057471264368,0.790697674418605
chr13:21520038-21520744,0.157894736842105,0.174927113702624,0.237704918032787,0.538709677419355
chr13:21521002-21521087,0.841772151898734,0.865384615384615,0.798245614035088,0.864864864864865
chr13:21523829-21524454,0.894736842105263,0.836575875486381,0.905511811023622,0.903846153846154
chr13:21526402-21526557,0.841541755888651,0.786585365853659,0.816742081447964,0.908045977011494
chr13:21556858-21557118,0.862068965517241,0.897058823529412,0.91220556745182,0.951219512195122
chr13:21617305-21617470,0.975446428571429,0.9453125,0.955284552845528,1
chr13:21627089-21627322,0.942342342342342,0.934640522875817,0.953775038520801,0.963302752293578
chr13:21644538-21644839,0.942786069651741,0.871559633027523,0.936430317848411,0.887640449438202
chr13:21686504-21686694,0.892857142857143,0.914285714285714,0.944444444444444,0.952380952380952
chr13:21689155-21689282,0.957446808510638,0.894117647058824,1,0.952380952380952
chr13:21779971-21780160,0.928327645051195,0.925,0.937106918238994,0.981818181818182
chr13:21780345-21780453,0.774193548387097,0.714285714285714,0.8,0.807692307692308
chr13:21781083-21781385,0.938288920056101,0.91156462585034,0.950777202072539,0.953271028037383
chr13:21871156-21871289,0.125628140703518,0.021978021978022,0.0946745562130177,0.166666666666667
chr13:22018723-22018837,1,0.937984496124031,0.938775510204082,1
chr13:22021330-22023731,0.891215823152996,0.860189573459716,0.905386416861827,0.862595419847328
chr13:22213705-22214394,0.736749116607774,0.409883720930233,0.740356083086053,0.22680412371134
chr13:22366360-22366850,0.849557522123894,0.782258064516129,0.824037184594954,0.904522613065327
chr13:22692640-22692849,0.76,0.693877551020408,0.743589743589744,0.723404255319149
chr13:22773448-22773624,0.863013698630137,0.607329842931937,0.786163522012579,0.965909090909091
chr13:22784434-22784717,0.474842767295597,0.204081632653061,0.366438356164384,0.746666666666667
chr13:22826159-22826289,0.945205479452055,0.921428571428571,0.949685534591195,0.875
chr13:22929548-22929798,0.878186968838527,0.86646884272997,0.867469879518072,0.950819672131147
chr13:22959261-22959366,0.422413793103448,0.53448275862069,0.402366863905325,0.88
chr13:23072620-23072887,0.91025641025641,0.428571428571429,0.902912621359223,0.84
chr13:23080547-23080832,0.484375,0.104838709677419,0.458333333333333,0.288888888888889
chr13:23108593-23108884,0.888888888888889,0.699300699300699,0.925373134328358,0.914893617021277
chr13:23131765-23132133,0.848993288590604,0.867579908675799,0.867924528301887,0.957746478873239
chr13:23325253-23325439,0.852272727272727,0.881889763779528,0.858757062146893,1
chr13:23325499-23325678,0.955465587044534,0.930693069306931,0.918918918918919,0.978723404255319
chr13:23350650-23350792,0.901060070671378,0.357615894039735,0.887878787878788,0.878504672897196
chr13:23387620-23388896,0.390077821011673,0.332819722650231,0.508896797153025,0.825938566552901
chr13:23457915-23458407,0.59874826147427,0.435261707988981,0.665497896213184,0.852233676975945
